nct_id,brief_title,overall_status,lead_sponsor_class,lead_sponsor_name,phase,normalized_stage,is_active,ncfb_heuristic,disease_area,strategy,strategy_rule_id,need_ids,role,map_eligible,whitespace_relevant,crowding_unit,review_status,review_source,asset_name,company_name,linked_program_id,review_notes,retrieved_at,source_id
NCT00287443,Metabolic Abnormalities in Hispanic Children With Cystic Fibrosis,WITHDRAWN,OTHER,University of Texas Southwestern Medical Center,NA,not_applicable,False,,cf,metabolic_cfrd,cfrd,N5,supportive,0,0,0,auto_suggested,rules,,University of Texas Southwestern Medical Center,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00287456,Use of the Insulin Pump in Cystic Fibrosis Patients With Impaired Glucose Tolerance or CFRD and in Type 1 Diabetes Patients.,WITHDRAWN,OTHER,University of Texas Southwestern Medical Center,NA,not_applicable,False,,cf,metabolic_cfrd,cfrd,N5,therapeutic,0,0,0,auto_suggested,rules,,University of Texas Southwestern Medical Center,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00297167,Study to Evaluate the Safety and Efficacy of EUR-1008 (APT-1008) Pancreatic Enzyme Product in Participants With Cystic Fibrosis and Exocrine Pancreatic Insufficiency,COMPLETED,INDUSTRY,Forest Laboratories,PHASE3,phase_3,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Forest Laboratories,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00298922,"Azithromycin in Patients With CF, Infected With Burkholderia Cepacia Complex",UNKNOWN,OTHER,Unity Health Toronto,PHASE2,phase_2,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Unity Health Toronto,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00308243,Inhaled Sodium Pyruvate for the Treatment of Cystic Fibrosis.,COMPLETED,INDUSTRY,Emphycorp,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Emphycorp,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00308958,Comparison of Airway Clearance Efficacy of Two High Frequency Chest Wall Oscillation (HFCWO) Devices in Cystic Fibrosis,COMPLETED,OTHER,University of Minnesota,NA,not_applicable,False,,cf,mucociliary_clearance,mucociliary,N3,supportive,0,0,0,auto_suggested,rules,,University of Minnesota,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00311883,Hydroxychloroquine in Cystic Fibrosis,COMPLETED,OTHER,Vanderbilt University,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Vanderbilt University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00322868,Safety and Efficacy of Pioglitazone as an Anti-inflammatory for the Treatment of Cystic Fibrosis (CF) Lung Disease,COMPLETED,OTHER,University Hospitals Cleveland Medical Center,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University Hospitals Cleveland Medical Center,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00332215,A Phase I Study of Inhaled Sodium Pyruvate for the Treatment of Cystic Fibrosis.,TERMINATED,OTHER,University of Minnesota,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University of Minnesota,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00333385,Continuous Versus Short Infusions of Ceftazidime in Cystic Fibrosis,TERMINATED,OTHER,"Association Nationale pour les Traitements A Domicile, les Innovations et la Recherche",PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,"Association Nationale pour les Traitements A Domicile, les Innovations et la Recherche",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00345449,Evaluation of a Decision Aid for Adult Cystic Fibrosis Patients Considering Bilateral Lung Transplantation,COMPLETED,OTHER,Ottawa Hospital Research Institute,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Ottawa Hospital Research Institute,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00351078,PTC124 for the Treatment of Cystic Fibrosis,COMPLETED,INDUSTRY,PTC Therapeutics,PHASE2,phase_2,False,,cf,nonsense_readthrough,nonsense,N1,therapeutic,0,0,0,auto_suggested,rules,,PTC Therapeutics,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00357279,Study of Denufosol Inhalation Solution in Patients With Mild Cystic Fibrosis Lung Disease,COMPLETED,INDUSTRY,Merck Sharp & Dohme LLC,PHASE3,phase_3,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Merck Sharp & Dohme LLC,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00363402,18FDG- PET/CT Contribution to the Assessment of Lesion Severity in Cystic Fibrosis (CF),COMPLETED,OTHER,Hadassah Medical Organization,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Hadassah Medical Organization,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00376428,Interest of Gentamicin-induced Readthrough in Cystic Fibrosis Patients,TERMINATED,OTHER,Assistance Publique - Hôpitaux de Paris,PHASE2,phase_2,False,,cf,nonsense_readthrough,nonsense,N1,therapeutic,0,0,0,auto_suggested,rules,,Assistance Publique - Hôpitaux de Paris,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00377741,A Relative Bioavailability Study of Valcyte (Valganciclovir) in Lung Transplant Recipients With or Without Cystic Fibrosis.,COMPLETED,INDUSTRY,Hoffmann-La Roche,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Hoffmann-La Roche,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00388466,Whole Body Vibration - a New Therapeutic Approach to Improve Muscle Function in CF,COMPLETED,OTHER,University of Cologne,NA,not_applicable,False,,cf,care_delivery,care_delivery,N8,supportive,0,0,0,auto_suggested,rules,,University of Cologne,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00388505,Safety of Tobramycin Inhalation Powder (TIP) vs Tobramycin Solution for Inhalation in Patients With Cystic Fibrosis,COMPLETED,INDUSTRY,Novartis Pharmaceuticals,PHASE3,phase_3,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Novartis Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00391703,Assessment of Quadriceps Muscle Electrostimulation Used in Patients Suffering From Cystic Fibrosis,TERMINATED,OTHER,"University Hospital, Grenoble",NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"University Hospital, Grenoble",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00391976,Efficacy and Safety of 28 or 56 Day Treatment for Pseudomonas Aeruginosa in Children With Cystic Fibrosis,COMPLETED,INDUSTRY,Novartis,PHASE3,phase_3,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Novartis,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00399945,Tobramycin Inhalation Solution Administered by eFlow Rapid Nebulizer: Scintigraphy Study,COMPLETED,INDUSTRY,Novartis,PHASE1,phase_1,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Novartis,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00405665,The Short Term Safety and Efficacy of Inhaled L-arginine in Patients With Cystic Fibrosis,COMPLETED,OTHER,The Hospital for Sick Children,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,The Hospital for Sick Children,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00406536,Study of LYM-X-SORB™ to Improve Fatty Acid and Choline Status in Children With CF and PI,COMPLETED,INDUSTRY,"Avanti Polar Lipids, Inc.",PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"Avanti Polar Lipids, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00408317,Safety and Efficacy Study of ULTRASE® MT20 in Participants With Cystic Fibrosis (CF) and Exocrine Pancreatic Insufficiency (PI),COMPLETED,INDUSTRY,Forest Laboratories,PHASE3,phase_3,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Forest Laboratories,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00411736,Scandinavian Cystic Fibrosis Azithromycin Study,COMPLETED,OTHER,"Rigshospitalet, Denmark",PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,"Rigshospitalet, Denmark",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00416182,Nasally Delivered Pulmozyme for Sinusitis in Cystic Fibrosis,COMPLETED,OTHER,University of Vermont,PHASE2,phase_2,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,University of Vermont,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00418470,Prolonging the Duration of Peripheral Venous Catheters in Cystic Fibrosis People,TERMINATED,OTHER,University of Florence,PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,supportive,0,0,0,auto_suggested,rules,,University of Florence,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00420836,Tobramycin Administered by eFlow Rapid Nebulizer: Pharmacokinetic Study,COMPLETED,INDUSTRY,Novartis,PHASE1,phase_1,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Novartis,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00425165,Study of Denufosol Inhalation Solution in Patients With Mild to Moderate Cystic Fibrosis Lung Disease,TERMINATED,INDUSTRY,Merck Sharp & Dohme LLC,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Merck Sharp & Dohme LLC,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00431964,Effect of Azithromycin on Lung Function in 6-18 Year-olds With Cystic Fibrosis (CF) Not Infected With P. Aeruginosa,COMPLETED,NETWORK,CF Therapeutics Development Network Coordinating Center,PHASE4,approved,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,CF Therapeutics Development Network Coordinating Center,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00432861,Evaluation of the Safety and Efficacy of Pancrecarb® MS-16 in Cystic Fibrosis,COMPLETED,INDUSTRY,"Digestive Care, Inc.",PHASE3,phase_3,False,,cf,gi_nutrition,gi,N6,therapeutic,0,0,0,auto_suggested,rules,,"Digestive Care, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00434278,A Trial of Pulmozyme Withdrawal on Exercise Tolerance in Cystic Fibrosis Subjects With Severe Lung Disease (TOPIC),TERMINATED,INDUSTRY,"Genentech, Inc.",PHASE4,approved,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,"Genentech, Inc.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00446680,Long Term Administration of Inhaled Dry Powder Mannitol In Cystic Fibrosis - A Safety and Efficacy Study,COMPLETED,INDUSTRY,Syntara,PHASE3,phase_3,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Syntara,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00449878,Liprotamase Efficacy Trial in Patients With Cystic Fibrosis-Related Exocrine Pancreatic Insufficiency,COMPLETED,INDUSTRY,Anthera Pharmaceuticals,PHASE3,phase_3,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Anthera Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00449904,Open-Label Phase III Long-Term Safety Trial of Liprotamase,COMPLETED,INDUSTRY,Anthera Pharmaceuticals,PHASE3,phase_3,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Anthera Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00450073,Improving Vitamin D Status In Cystic Fibrosis,COMPLETED,FED,Atlanta VA Medical Center,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Atlanta VA Medical Center,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00455130,A Phase 2 Study to Determine the Safety and Efficacy of Inhaled Dry Powder Mannitol in Cystic Fibrosis,COMPLETED,INDUSTRY,Syntara,PHASE2,phase_2,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,Syntara,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00457821,Safety Study of Ivacaftor in Subjects With Cystic Fibrosis,COMPLETED,INDUSTRY,Vertex Pharmaceuticals Incorporated,PHASE2,phase_2,False,,cf,cftr_modulator,modulator,N2,therapeutic,0,0,0,auto_suggested,rules,,Vertex Pharmaceuticals Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00458341,A Study of Ataluren in Pediatric Participants With Cystic Fibrosis,COMPLETED,INDUSTRY,PTC Therapeutics,PHASE2,phase_2,False,,cf,nonsense_readthrough,nonsense,N1,therapeutic,0,0,0,auto_suggested,rules,,PTC Therapeutics,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00458614,Pharmacokinetic Study of Lansoprazole in Cystic Fibrosis,COMPLETED,OTHER,Arkansas Children's Hospital Research Institute,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Arkansas Children's Hospital Research Institute,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00476281,"Nutritional, Metabolic and Respiratory Status in Cystic Fibrosis",COMPLETED,OTHER,"University Hospital, Strasbourg, France",NA,not_applicable,False,non-cystic fibrosis phrase,ncfb,metabolic_cfrd,cfrd,,not_cf_primary,0,0,0,auto_suggested,rules,,"University Hospital, Strasbourg, France",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00483769,One Year Glargine Treatment in CFRD Children and Adolescents,COMPLETED,OTHER,Federico II University,PHASE4,approved,False,,cf,metabolic_cfrd,cfrd,N5,therapeutic,0,0,0,auto_suggested,rules,,Federico II University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00484263,The Long Term Effect of Inhaled Hypertonic Saline (6%) in Patients With Non Cystic Fibrosis Bronchiectasis,COMPLETED,OTHER,The Alfred,PHASE3,phase_3,False,non-cystic fibrosis bronchiectasis,ncfb,mucociliary_clearance,mucociliary,,not_cf_primary,0,0,0,auto_suggested,rules,,The Alfred,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00486837,Deposition of Inhaled Prolastin in Cystic Fibrosis Patients,COMPLETED,INDUSTRY,Grifols Therapeutics LLC,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Grifols Therapeutics LLC,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00499837,Phase II Study of the Safety and Efficacy of Inhaled Alpha-1 Antitrypsin (AAT ) in Cystic Fibrosis Patients,COMPLETED,INDUSTRY,"Kamada, Ltd.",PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"Kamada, Ltd.",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00503490,"Safety, Pharmacokinetic and Pharmacodynamic Study of MP-376 in Patients With Cystic Fibrosis",COMPLETED,INDUSTRY,Amgen,PHASE1,phase_1,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Amgen,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00506688,Efficacy and Safety Study of Inhaled Glutathione in Cystic Fibrosis Patients,COMPLETED,OTHER,Mukoviszidose Institut gGmbH,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Mukoviszidose Institut gGmbH,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00506792,"Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of QAU145 in Patients With Cystic Fibrosis",COMPLETED,INDUSTRY,Novartis Pharmaceuticals,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Novartis Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00510484,Study Investigating a Delayed-Release Pancrelipase in Patients With Exocrine Pancreatic Insufficiency Due to Cystic Fibrosis,COMPLETED,INDUSTRY,Solvay Pharmaceuticals,PHASE3,phase_3,False,,cf,gi_nutrition,gi,N6,therapeutic,0,0,0,auto_suggested,rules,,Solvay Pharmaceuticals,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00513682,Efficacy and Safety of Ultrase® MT20 in Improving the Coefficient of Fat Absorption (CFA) in Children With Cystic Fibrosis (CF) and Pancreatic Insufficiency (PI),COMPLETED,INDUSTRY,Forest Laboratories,PHASE3,phase_3,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Forest Laboratories,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00515229,Anti-Inflammatory Pulmonal Therapy of CF-Patients With Amitriptyline and Placebo,COMPLETED,OTHER,University Hospital Tuebingen,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University Hospital Tuebingen,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00528190,Treatment of Aspergillus Fumigatus (a Fungal Infection) in Patients With Cystic Fibrosis,COMPLETED,OTHER,Ottawa Hospital Research Institute,PHASE4,approved,False,,cf,antifungal,antifungal,N4,therapeutic,0,0,0,auto_suggested,rules,,Ottawa Hospital Research Institute,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00530244,Use of Formula Fortified With DHA in Infants With Cystic Fibrosis,COMPLETED,OTHER,"University of Massachusetts, Worcester",NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,"University of Massachusetts, Worcester",,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00531882,Pilot Mouthwash Study of Pioglitazone and Simvastatin in Healthy Volunteers,COMPLETED,OTHER,University Hospitals Cleveland Medical Center,NA,not_applicable,False,,cf,anti_inflammatory,anti_inflammatory,N3,therapeutic,0,0,0,auto_suggested,rules,,University Hospitals Cleveland Medical Center,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00534079,Nasal Inhalation of Pulmozyme in Patients With Cystic Fibrosis and Chronic Rhinosinusitis,COMPLETED,OTHER,University of Jena,PHASE3,phase_3,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,University of Jena,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00537602,Miglustat / OGT 918 in the Treatment of Cystic Fibrosis,TERMINATED,INDUSTRY,Actelion,PHASE2,phase_2,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Actelion,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00541190,Absorptive Clearance in the Cystic Fibrosis Airway,COMPLETED,OTHER,University of Pittsburgh,NA,not_applicable,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,University of Pittsburgh,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00546663,Tolerability of Inhaled Hypertonic Saline in Infants With Cystic Fibrosis,COMPLETED,NETWORK,CF Therapeutics Development Network Coordinating Center,NA,not_applicable,False,,cf,mucociliary_clearance,mucociliary,N3,therapeutic,0,0,0,auto_suggested,rules,,CF Therapeutics Development Network Coordinating Center,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00547053,Amiloride Solution and Tobramycin Solution for Inhalation for the Eradication of Burkholderia Dolosa in Patients With Cystic Fibrosis,COMPLETED,OTHER,Boston Children's Hospital,PHASE1,phase_1,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Boston Children's Hospital,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00557089,The Effect of rhDNase on Ventilation Inhomogeneity in Patients With Cystic Fibrosis,COMPLETED,OTHER,The Hospital for Sick Children,PHASE4,approved,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,The Hospital for Sick Children,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00558844,Safety/Tolerability Study of Arikayce™ in Cystic Fibrosis Patients With Chronic Infection Due to Pseudomonas Aeruginosa,COMPLETED,INDUSTRY,Insmed Incorporated,PHASE1;PHASE2,phase_1,False,,cf,antimicrobial,antimicrobial,N4,therapeutic,0,0,0,auto_suggested,rules,,Insmed Incorporated,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
NCT00566241,IGF-1 Therapy in Patients With Cystic Fibrosis,TERMINATED,OTHER,Stony Brook University,PHASE1,phase_1,False,,cf,other,no_keyword_match,,supportive,0,0,0,auto_suggested,rules,,Stony Brook University,,,2026-09-09T22:49:42+00:00,clinicaltrials_gov_api_v2
